시도명,
부산광역시,9.3
세종특별자치시,7.3
대구광역시,7.0
대전광역시,6.9
광주광역시,6.8
경상남도,6.4
전북특별자치도,6.2
충청북도,6.1
서울특별시,5.9
울산광역시,5.2
경상북도,5.1
충청남도,5.0
인천광역시,5.0
경기도,4.9
제주특별자치도,4.5
전라남도,4.4
강원특별자치도,2.9
